age,height,edu,fit,race_ethnicity,height_group,cluster
29,74,High School or less,not_fit,White,not_short,2
29,67,unknown,not_fit,Latinx,short,1
26,73,More than High School,fit,White,not_short,2
20,68,unknown,not_fit,White,short,1
31,72,More than High School,not_fit,White,not_short,2
32,70,More than High School,not_fit,White,not_short,2
23,72,More than High School,not_fit,White,not_short,2
44,70,More than High School,fit,White,not_short,2
28,70,More than High School,fit,White,not_short,2
44,70,More than High School,not_fit,White,not_short,2
28,69,More than High School,not_fit,White,short,1
34,75,More than High School,fit,Latinx,not_short,2
35,73,More than High School,fit,White,not_short,2
69,72,unknown,not_fit,White,not_short,2
27,72,More than High School,fit,Latinx,not_short,2
27,67,unknown,not_fit,Asian,short,1
23,71,High School or less,not_fit,Latinx,not_short,2
45,66,unknown,fit,White,short,1
46,70,More than High School,not_fit,White,not_short,2
32,72,High School or less,fit,multiple,not_short,2
28,69,More than High School,fit,White,short,1
43,67,unknown,fit,White,short,1
23,72,High School or less,fit,White,not_short,2
43,72,More than High School,fit,White,not_short,2
26,74,More than High School,not_fit,White,not_short,2
66,67,More than High School,not_fit,White,short,1
33,68,unknown,not_fit,White,short,1
31,69,High School or less,not_fit,White,short,1
34,68,More than High School,fit,multiple,short,1
20,69,High School or less,not_fit,White,short,1
31,69,More than High School,not_fit,White,short,1
38,75,More than High School,fit,White,not_short,2
27,74,More than High School,fit,White,not_short,2
27,70,More than High School,fit,White,not_short,2
22,70,High School or less,not_fit,White,not_short,2
43,68,More than High School,fit,White,short,1
26,68,More than High School,fit,White,short,1
25,70,More than High School,fit,White,not_short,2
25,72,unknown,fit,White,not_short,2
36,68,More than High School,fit,White,short,1
35,70,More than High School,not_fit,White,not_short,2
24,65,More than High School,not_fit,Asian,short,1
28,71,More than High School,fit,White,not_short,2
26,76,More than High School,not_fit,other,not_short,2
28,74,High School or less,not_fit,White,not_short,2
51,72,More than High School,fit,White,not_short,2
30,70,More than High School,not_fit,White,not_short,2
30,72,More than High School,fit,Asian,not_short,2
36,75,More than High School,not_fit,Black,not_short,2
36,75,More than High School,fit,White,not_short,2
36,70,unknown,fit,Latinx,not_short,2
30,70,unknown,fit,multiple,not_short,2
28,70,High School or less,not_fit,Latinx,not_short,2
29,66,More than High School,fit,Asian,short,1
30,72,unknown,fit,White,not_short,2
27,68,More than High School,fit,White,short,1
45,68,More than High School,not_fit,White,short,1
20,74,High School or less,not_fit,White,not_short,2
58,65,More than High School,not_fit,Asian,short,1
28,68,More than High School,fit,White,short,1
43,70,More than High School,not_fit,White,not_short,2
25,68,unknown,not_fit,Latinx,short,1
29,70,More than High School,not_fit,White,not_short,2
52,72,More than High School,fit,White,not_short,2
39,69,unknown,fit,White,short,1
29,73,More than High School,fit,White,not_short,2
28,73,More than High School,fit,White,not_short,2
28,66,High School or less,not_fit,Black,short,1
38,73,More than High School,fit,multiple,not_short,2
32,67,More than High School,fit,Asian,short,1
29,73,High School or less,not_fit,White,not_short,2
30,66,High School or less,not_fit,Latinx,short,1
19,67,High School or less,fit,Latinx,short,1
46,72,More than High School,fit,White,not_short,2
39,69,More than High School,not_fit,White,short,1
42,69,More than High School,fit,multiple,short,1
37,68,unknown,fit,White,short,1
23,72,unknown,not_fit,White,not_short,2
27,72,More than High School,fit,White,not_short,2
29,76,unknown,not_fit,Latinx,not_short,2
31,75,More than High School,not_fit,White,not_short,2
22,68,High School or less,fit,White,short,1
27,69,More than High School,fit,White,short,1
42,72,More than High School,fit,White,not_short,2
29,73,More than High School,not_fit,White,not_short,2
25,66,More than High School,fit,multiple,short,1
30,74,More than High School,not_fit,White,not_short,2
28,73,More than High School,fit,White,not_short,2
22,68,More than High School,fit,White,short,1
27,68,More than High School,fit,Asian,short,1
31,69,High School or less,not_fit,White,short,1
31,66,More than High School,fit,Asian,short,1
34,70,More than High School,fit,Asian,not_short,2
37,70,More than High School,not_fit,Asian,not_short,2
39,71,More than High School,fit,Latinx,not_short,2
30,68,unknown,not_fit,multiple,short,1
21,64,unknown,fit,Black,short,1
25,75,More than High School,fit,White,not_short,2
48,70,More than High School,not_fit,White,not_short,2
29,66,More than High School,not_fit,Asian,short,1
30,69,More than High School,not_fit,White,short,1
49,71,More than High School,not_fit,White,not_short,2
24,70,unknown,fit,multiple,not_short,2
43,73,More than High School,fit,White,not_short,2
29,69,More than High School,not_fit,White,short,1
64,70,More than High School,not_fit,White,not_short,2
49,68,More than High School,fit,Black,short,1
22,68,High School or less,not_fit,multiple,short,1
25,72,More than High School,not_fit,White,not_short,2
33,68,More than High School,not_fit,White,short,1
25,76,More than High School,not_fit,White,not_short,2
30,72,More than High School,fit,multiple,not_short,2
29,71,More than High School,fit,multiple,not_short,2
24,69,High School or less,not_fit,Latinx,short,1
25,71,More than High School,not_fit,multiple,not_short,2
29,67,More than High School,fit,Latinx,short,1
26,69,More than High School,fit,Asian,short,1
31,72,More than High School,not_fit,White,not_short,2
25,70,More than High School,fit,multiple,not_short,2
28,73,More than High School,fit,White,not_short,2
31,69,More than High School,fit,Asian,short,1
38,74,More than High School,fit,multiple,not_short,2
39,69,More than High School,not_fit,Latinx,short,1
21,71,High School or less,fit,Black,not_short,2
32,69,High School or less,fit,White,short,1
31,70,More than High School,fit,White,not_short,2
46,70,unknown,not_fit,multiple,not_short,2
42,70,More than High School,not_fit,Latinx,not_short,2
26,72,More than High School,not_fit,White,not_short,2
25,73,More than High School,fit,White,not_short,2
31,68,More than High School,fit,Asian,short,1
25,74,More than High School,not_fit,White,not_short,2
33,73,More than High School,not_fit,Asian,not_short,2
28,72,More than High School,fit,White,not_short,2
42,70,unknown,not_fit,White,not_short,2
28,72,More than High School,fit,Asian,not_short,2
29,70,More than High School,fit,White,not_short,2
38,70,More than High School,fit,other,not_short,2
26,68,unknown,fit,Latinx,short,1
57,69,More than High School,not_fit,White,short,1
22,73,High School or less,not_fit,White,not_short,2
25,70,unknown,not_fit,White,not_short,2
62,67,More than High School,fit,White,short,1
19,69,High School or less,not_fit,Latinx,short,1
24,74,More than High School,not_fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
20,68,High School or less,not_fit,Latinx,short,1
29,66,More than High School,not_fit,White,short,1
24,73,More than High School,not_fit,White,not_short,2
24,73,More than High School,not_fit,White,not_short,2
21,72,High School or less,fit,Asian,not_short,2
29,71,More than High School,fit,Latinx,not_short,2
29,67,More than High School,not_fit,Asian,short,1
66,68,More than High School,not_fit,White,short,1
28,70,More than High School,not_fit,Asian,not_short,2
26,73,More than High School,fit,White,not_short,2
31,72,More than High School,fit,White,not_short,2
25,72,More than High School,fit,Asian,not_short,2
29,67,More than High School,fit,White,short,1
31,68,High School or less,fit,other,short,1
26,72,High School or less,fit,multiple,not_short,2
22,63,High School or less,not_fit,White,short,1
33,77,More than High School,fit,White,not_short,2
28,72,More than High School,not_fit,White,not_short,2
22,64,High School or less,fit,Asian,short,1
34,74,More than High School,not_fit,White,not_short,2
55,74,High School or less,not_fit,White,not_short,2
30,77,More than High School,not_fit,White,not_short,2
47,68,More than High School,fit,White,short,1
43,68,More than High School,fit,Asian,short,1
39,69,More than High School,fit,White,short,1
20,69,unknown,not_fit,Asian,short,1
30,72,unknown,fit,White,not_short,2
25,74,More than High School,fit,White,not_short,2
39,72,More than High School,not_fit,White,not_short,2
41,66,More than High School,not_fit,White,short,1
25,72,unknown,not_fit,White,not_short,2
66,72,unknown,not_fit,Latinx,not_short,2
30,74,unknown,fit,White,not_short,2
38,70,More than High School,fit,Latinx,not_short,2
21,72,High School or less,fit,White,not_short,2
27,70,More than High School,fit,White,not_short,2
33,75,More than High School,fit,other,not_short,2
24,71,High School or less,not_fit,White,not_short,2
30,62,More than High School,fit,White,short,1
21,73,High School or less,fit,Latinx,not_short,2
24,72,More than High School,not_fit,Latinx,not_short,2
26,70,More than High School,fit,other,not_short,2
29,68,More than High School,fit,other,short,1
59,72,High School or less,not_fit,White,not_short,2
31,70,More than High School,fit,Asian,not_short,2
26,70,More than High School,not_fit,White,not_short,2
36,72,More than High School,fit,other,not_short,2
22,74,More than High School,not_fit,White,not_short,2
30,74,unknown,fit,other,not_short,2
36,69,More than High School,not_fit,White,short,1
23,69,High School or less,fit,Latinx,short,1
41,73,unknown,not_fit,Black,not_short,2
29,72,More than High School,fit,White,not_short,2
22,65,High School or less,fit,Asian,short,1
29,66,More than High School,not_fit,White,short,1
32,69,More than High School,not_fit,White,short,1
41,73,unknown,not_fit,White,not_short,2
21,74,High School or less,not_fit,White,not_short,2
30,68,More than High School,not_fit,White,short,1
20,72,High School or less,fit,White,not_short,2
25,69,High School or less,not_fit,Latinx,short,1
26,70,More than High School,fit,White,not_short,2
43,75,More than High School,fit,White,not_short,2
40,72,More than High School,not_fit,White,not_short,2
47,72,More than High School,fit,White,not_short,2
27,70,High School or less,fit,Latinx,not_short,2
31,72,More than High School,not_fit,Asian,not_short,2
27,75,More than High School,fit,Asian,not_short,2
49,68,More than High School,not_fit,Asian,short,1
28,67,unknown,not_fit,Latinx,short,1
19,71,unknown,not_fit,White,not_short,2
30,72,More than High School,fit,White,not_short,2
48,71,More than High School,fit,White,not_short,2
44,72,More than High School,not_fit,White,not_short,2
38,74,More than High School,not_fit,White,not_short,2
25,67,More than High School,fit,Latinx,short,1
26,72,High School or less,not_fit,White,not_short,2
34,69,More than High School,fit,White,short,1
27,69,More than High School,fit,White,short,1
32,76,More than High School,fit,White,not_short,2
32,69,unknown,not_fit,Asian,short,1
25,72,More than High School,fit,White,not_short,2
42,71,More than High School,fit,White,not_short,2
23,72,High School or less,fit,multiple,not_short,2
27,68,More than High School,fit,White,short,1
36,69,More than High School,fit,White,short,1
33,67,More than High School,fit,Asian,short,1
28,69,High School or less,not_fit,Latinx,short,1
33,68,More than High School,not_fit,other,short,1
30,76,unknown,fit,Black,not_short,2
26,49,More than High School,fit,White,short,1
48,66,More than High School,not_fit,Asian,short,1
55,72,More than High School,fit,White,not_short,2
35,69,More than High School,fit,Latinx,short,1
30,70,More than High School,fit,other,not_short,2
32,76,More than High School,not_fit,White,not_short,2
26,67,High School or less,not_fit,White,short,1
27,70,High School or less,not_fit,multiple,not_short,2
41,71,More than High School,fit,Latinx,not_short,2
23,68,High School or less,not_fit,Latinx,short,1
23,67,High School or less,fit,Asian,short,1
31,71,More than High School,fit,White,not_short,2
44,72,More than High School,fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
24,67,More than High School,fit,multiple,short,1
40,73,More than High School,fit,White,not_short,2
19,72,unknown,fit,White,not_short,2
42,71,More than High School,not_fit,White,not_short,2
30,71,More than High School,fit,Asian,not_short,2
24,71,More than High School,not_fit,Latinx,not_short,2
38,72,unknown,not_fit,Black,not_short,2
30,72,More than High School,not_fit,Asian,not_short,2
34,70,More than High School,fit,White,not_short,2
43,71,More than High School,not_fit,White,not_short,2
33,67,unknown,not_fit,White,short,1
29,73,unknown,fit,White,not_short,2
22,65,High School or less,not_fit,Latinx,short,1
32,70,More than High School,fit,Asian,not_short,2
33,69,More than High School,not_fit,Latinx,short,1
27,71,More than High School,fit,Asian,not_short,2
32,73,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
31,74,unknown,not_fit,White,not_short,2
28,66,More than High School,fit,White,short,1
28,71,unknown,fit,White,not_short,2
22,70,More than High School,fit,White,not_short,2
39,65,High School or less,fit,Latinx,short,1
28,69,More than High School,fit,White,short,1
54,63,More than High School,fit,White,short,1
43,75,More than High School,fit,White,not_short,2
34,69,More than High School,fit,White,short,1
29,68,More than High School,not_fit,White,short,1
47,67,More than High School,fit,Latinx,short,1
24,71,High School or less,fit,Latinx,not_short,2
24,69,High School or less,fit,White,short,1
25,72,More than High School,not_fit,White,not_short,2
24,72,More than High School,not_fit,White,not_short,2
40,74,More than High School,fit,White,not_short,2
52,68,More than High School,fit,White,short,1
42,65,More than High School,not_fit,Latinx,short,1
30,73,More than High School,fit,Latinx,not_short,2
24,70,More than High School,not_fit,Latinx,not_short,2
65,73,More than High School,fit,White,not_short,2
23,73,More than High School,fit,White,not_short,2
31,74,More than High School,fit,other,not_short,2
34,74,More than High School,not_fit,White,not_short,2
26,72,High School or less,fit,White,not_short,2
28,77,More than High School,fit,White,not_short,2
40,68,More than High School,fit,Latinx,short,1
31,72,More than High School,fit,White,not_short,2
28,66,More than High School,fit,White,short,1
25,76,More than High School,not_fit,White,not_short,2
27,69,More than High School,not_fit,White,short,1
46,70,unknown,not_fit,White,not_short,2
59,70,More than High School,fit,White,not_short,2
20,73,High School or less,not_fit,White,not_short,2
33,70,More than High School,not_fit,White,not_short,2
22,65,High School or less,fit,Black,short,1
33,69,More than High School,fit,Asian,short,1
34,70,More than High School,fit,White,not_short,2
29,70,More than High School,not_fit,multiple,not_short,2
43,74,More than High School,not_fit,White,not_short,2
25,67,High School or less,fit,Black,short,1
36,66,More than High School,fit,Asian,short,1
31,71,More than High School,fit,White,not_short,2
27,71,High School or less,not_fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
30,66,More than High School,fit,Latinx,short,1
38,71,More than High School,not_fit,Latinx,not_short,2
25,70,More than High School,fit,White,not_short,2
30,72,More than High School,fit,Latinx,not_short,2
29,65,More than High School,not_fit,multiple,short,1
21,70,unknown,fit,multiple,not_short,2
38,73,More than High School,not_fit,White,not_short,2
27,73,More than High School,not_fit,White,not_short,2
51,70,More than High School,fit,White,not_short,2
56,75,More than High School,not_fit,White,not_short,2
32,73,More than High School,not_fit,White,not_short,2
24,64,High School or less,not_fit,White,short,1
36,74,More than High School,fit,White,not_short,2
22,75,High School or less,not_fit,White,not_short,2
24,70,High School or less,not_fit,White,not_short,2
23,72,High School or less,not_fit,White,not_short,2
41,64,More than High School,fit,Asian,short,1
41,74,More than High School,not_fit,White,not_short,2
57,74,More than High School,not_fit,White,not_short,2
20,68,High School or less,fit,Latinx,short,1
28,67,More than High School,not_fit,White,short,1
33,72,More than High School,not_fit,White,not_short,2
46,68,More than High School,not_fit,White,short,1
41,69,More than High School,not_fit,White,short,1
36,70,More than High School,fit,White,not_short,2
30,67,More than High School,not_fit,Latinx,short,1
25,67,More than High School,not_fit,Asian,short,1
19,73,High School or less,not_fit,White,not_short,2
31,71,More than High School,fit,White,not_short,2
27,71,More than High School,not_fit,Asian,not_short,2
38,69,High School or less,fit,White,short,1
28,70,More than High School,not_fit,Latinx,not_short,2
26,68,More than High School,fit,Asian,short,1
28,68,More than High School,not_fit,White,short,1
31,67,More than High School,not_fit,Asian,short,1
30,70,More than High School,not_fit,White,not_short,2
30,71,unknown,fit,White,not_short,2
50,68,More than High School,not_fit,Latinx,short,1
49,72,More than High School,fit,White,not_short,2
31,69,More than High School,fit,White,short,1
34,72,More than High School,not_fit,White,not_short,2
20,66,High School or less,not_fit,other,short,1
24,68,More than High School,fit,White,short,1
25,68,More than High School,not_fit,Asian,short,1
25,70,More than High School,fit,White,not_short,2
26,67,More than High School,not_fit,White,short,1
26,71,High School or less,not_fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
43,69,unknown,fit,White,short,1
27,70,More than High School,not_fit,White,not_short,2
26,70,More than High School,not_fit,Asian,not_short,2
29,73,More than High School,fit,Asian,not_short,2
29,70,More than High School,fit,Asian,not_short,2
25,73,unknown,not_fit,White,not_short,2
27,74,High School or less,fit,other,not_short,2
42,70,More than High School,fit,White,not_short,2
64,73,More than High School,not_fit,White,not_short,2
35,69,More than High School,not_fit,Latinx,short,1
22,68,High School or less,fit,White,short,1
43,73,More than High School,fit,White,not_short,2
30,70,More than High School,fit,Latinx,not_short,2
29,71,More than High School,not_fit,White,not_short,2
31,69,More than High School,fit,Asian,short,1
24,67,More than High School,fit,Asian,short,1
47,70,More than High School,not_fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
38,70,More than High School,not_fit,Latinx,not_short,2
20,68,unknown,fit,Black,short,1
48,76,More than High School,not_fit,White,not_short,2
36,70,More than High School,fit,White,not_short,2
25,72,unknown,not_fit,multiple,not_short,2
24,68,More than High School,fit,White,short,1
29,66,High School or less,not_fit,Latinx,short,1
36,66,More than High School,not_fit,Latinx,short,1
24,74,unknown,fit,White,not_short,2
36,75,More than High School,fit,White,not_short,2
64,71,More than High School,fit,White,not_short,2
23,66,High School or less,fit,White,short,1
23,66,More than High School,not_fit,White,short,1
24,70,More than High School,fit,White,not_short,2
23,74,More than High School,fit,White,not_short,2
21,73,High School or less,fit,other,not_short,2
32,72,More than High School,not_fit,White,not_short,2
69,68,More than High School,fit,White,short,1
30,69,unknown,fit,White,short,1
24,68,High School or less,fit,White,short,1
26,72,More than High School,not_fit,Black,not_short,2
41,68,More than High School,not_fit,White,short,1
27,76,More than High School,fit,White,not_short,2
32,71,More than High School,fit,White,not_short,2
40,69,More than High School,fit,White,short,1
33,71,More than High School,fit,White,not_short,2
34,69,More than High School,fit,White,short,1
30,72,More than High School,fit,White,not_short,2
32,67,unknown,fit,White,short,1
28,68,More than High School,fit,Latinx,short,1
25,70,More than High School,fit,White,not_short,2
40,69,More than High School,fit,Latinx,short,1
37,73,More than High School,fit,Asian,not_short,2
28,68,More than High School,fit,White,short,1
50,72,More than High School,not_fit,White,not_short,2
27,70,More than High School,not_fit,White,not_short,2
26,71,More than High School,not_fit,White,not_short,2
27,65,More than High School,not_fit,Black,short,1
32,66,More than High School,fit,multiple,short,1
25,68,unknown,fit,White,short,1
26,75,More than High School,fit,White,not_short,2
28,71,More than High School,not_fit,multiple,not_short,2
25,67,More than High School,fit,Latinx,short,1
40,75,More than High School,fit,White,not_short,2
43,71,More than High School,fit,multiple,not_short,2
23,72,High School or less,fit,White,not_short,2
45,73,More than High School,not_fit,White,not_short,2
38,71,More than High School,fit,White,not_short,2
28,69,High School or less,fit,other,short,1
40,68,More than High School,fit,White,short,1
25,70,More than High School,not_fit,White,not_short,2
24,71,High School or less,fit,White,not_short,2
28,74,More than High School,not_fit,White,not_short,2
36,77,More than High School,fit,White,not_short,2
29,69,More than High School,fit,White,short,1
44,67,More than High School,not_fit,White,short,1
28,69,More than High School,not_fit,multiple,short,1
34,66,More than High School,not_fit,White,short,1
48,73,More than High School,not_fit,White,not_short,2
32,74,More than High School,fit,White,not_short,2
47,70,More than High School,not_fit,White,not_short,2
27,72,More than High School,not_fit,White,not_short,2
30,67,High School or less,fit,White,short,1
50,76,More than High School,fit,White,not_short,2
29,71,More than High School,not_fit,White,not_short,2
35,72,More than High School,fit,White,not_short,2
23,72,High School or less,not_fit,Black,not_short,2
21,71,unknown,not_fit,White,not_short,2
28,73,More than High School,not_fit,White,not_short,2
26,68,High School or less,fit,White,short,1
26,70,More than High School,fit,White,not_short,2
50,73,More than High School,not_fit,White,not_short,2
39,72,More than High School,fit,White,not_short,2
41,73,More than High School,not_fit,White,not_short,2
34,75,unknown,not_fit,White,not_short,2
29,76,More than High School,fit,White,not_short,2
24,70,More than High School,fit,White,not_short,2
27,70,unknown,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
54,74,More than High School,fit,White,not_short,2
31,68,More than High School,fit,Asian,short,1
36,71,More than High School,not_fit,White,not_short,2
30,68,More than High School,fit,White,short,1
28,72,High School or less,fit,White,not_short,2
28,71,More than High School,fit,White,not_short,2
34,70,More than High School,not_fit,Asian,not_short,2
36,71,More than High School,not_fit,other,not_short,2
27,73,More than High School,fit,White,not_short,2
29,68,More than High School,fit,Asian,short,1
27,69,unknown,fit,multiple,short,1
48,68,unknown,fit,White,short,1
24,74,High School or less,fit,White,not_short,2
66,71,More than High School,not_fit,White,not_short,2
63,67,More than High School,fit,White,short,1
30,67,High School or less,not_fit,Asian,short,1
31,72,More than High School,not_fit,White,not_short,2
37,76,More than High School,not_fit,White,not_short,2
59,74,More than High School,not_fit,White,not_short,2
29,71,More than High School,fit,Asian,not_short,2
24,68,More than High School,not_fit,White,short,1
36,66,More than High School,fit,White,short,1
38,69,High School or less,fit,Black,short,1
25,73,More than High School,fit,White,not_short,2
20,71,More than High School,fit,Latinx,not_short,2
29,72,More than High School,fit,other,not_short,2
46,72,More than High School,fit,White,not_short,2
20,66,unknown,not_fit,other,short,1
28,70,More than High School,fit,Latinx,not_short,2
24,73,More than High School,fit,White,not_short,2
26,71,More than High School,not_fit,Asian,not_short,2
38,70,More than High School,fit,White,not_short,2
30,68,unknown,fit,White,short,1
27,71,More than High School,fit,White,not_short,2
35,71,More than High School,fit,Latinx,not_short,2
27,73,More than High School,fit,White,not_short,2
39,67,More than High School,not_fit,White,short,1
36,70,More than High School,not_fit,Latinx,not_short,2
27,73,More than High School,not_fit,White,not_short,2
36,69,High School or less,fit,other,short,1
27,72,More than High School,not_fit,multiple,not_short,2
50,73,More than High School,not_fit,White,not_short,2
27,66,More than High School,fit,White,short,1
29,75,More than High School,fit,White,not_short,2
46,76,High School or less,fit,White,not_short,2
19,66,High School or less,fit,Asian,short,1
30,70,More than High School,not_fit,White,not_short,2
26,70,More than High School,not_fit,Latinx,not_short,2
29,70,More than High School,not_fit,Asian,not_short,2
23,71,High School or less,fit,White,not_short,2
22,68,More than High School,fit,Latinx,short,1
39,73,More than High School,fit,White,not_short,2
22,74,More than High School,fit,Asian,not_short,2
30,64,High School or less,not_fit,Asian,short,1
27,66,More than High School,fit,White,short,1
36,67,More than High School,fit,Asian,short,1
22,69,High School or less,fit,Latinx,short,1
23,73,More than High School,fit,White,not_short,2
27,69,More than High School,fit,White,short,1
22,69,High School or less,fit,Latinx,short,1
26,74,unknown,fit,White,not_short,2
33,71,More than High School,not_fit,Asian,not_short,2
26,66,More than High School,fit,White,short,1
27,70,High School or less,fit,Latinx,not_short,2
40,68,More than High School,fit,White,short,1
44,70,More than High School,fit,other,not_short,2
31,64,More than High School,fit,Asian,short,1
24,69,More than High School,fit,multiple,short,1
31,74,High School or less,not_fit,White,not_short,2
34,70,More than High School,fit,multiple,not_short,2
32,70,More than High School,fit,Black,not_short,2
40,73,More than High School,not_fit,White,not_short,2
23,68,High School or less,not_fit,White,short,1
32,69,More than High School,fit,White,short,1
29,68,More than High School,fit,White,short,1
39,73,More than High School,not_fit,White,not_short,2
29,70,unknown,not_fit,White,not_short,2
55,67,More than High School,fit,White,short,1
54,71,More than High School,fit,White,not_short,2
43,68,More than High School,fit,White,short,1
26,75,High School or less,fit,multiple,not_short,2
30,69,More than High School,not_fit,Asian,short,1
39,70,More than High School,fit,White,not_short,2
29,68,More than High School,not_fit,White,short,1
26,69,High School or less,not_fit,Latinx,short,1
20,68,High School or less,fit,multiple,short,1
30,70,More than High School,fit,White,not_short,2
21,72,unknown,fit,White,not_short,2
30,67,High School or less,not_fit,White,short,1
24,69,More than High School,not_fit,White,short,1
27,69,High School or less,not_fit,Black,short,1
28,72,unknown,fit,White,not_short,2
33,73,More than High School,not_fit,White,not_short,2
45,68,More than High School,fit,White,short,1
29,71,More than High School,not_fit,Asian,not_short,2
31,67,More than High School,fit,Latinx,short,1
24,66,More than High School,fit,White,short,1
28,71,More than High School,not_fit,White,not_short,2
56,71,High School or less,not_fit,White,not_short,2
37,67,More than High School,not_fit,White,short,1
41,72,More than High School,fit,White,not_short,2
20,67,unknown,fit,White,short,1
35,75,More than High School,fit,Latinx,not_short,2
28,74,unknown,not_fit,White,not_short,2
36,69,More than High School,not_fit,White,short,1
35,70,More than High School,not_fit,White,not_short,2
25,66,More than High School,fit,White,short,1
32,67,More than High School,fit,Asian,short,1
25,72,More than High School,not_fit,White,not_short,2
29,74,More than High School,not_fit,White,not_short,2
42,71,More than High School,fit,White,not_short,2
36,66,More than High School,not_fit,Latinx,short,1
34,68,More than High School,fit,Asian,short,1
27,74,More than High School,fit,White,not_short,2
22,79,unknown,not_fit,multiple,not_short,2
39,69,More than High School,fit,Asian,short,1
37,67,More than High School,not_fit,Asian,short,1
30,71,More than High School,fit,White,not_short,2
25,73,More than High School,fit,White,not_short,2
19,67,High School or less,not_fit,Latinx,short,1
28,70,High School or less,not_fit,other,not_short,2
25,68,High School or less,fit,multiple,short,1
21,75,More than High School,not_fit,Black,not_short,2
38,69,More than High School,fit,White,short,1
31,75,More than High School,fit,Black,not_short,2
23,75,High School or less,fit,White,not_short,2
40,76,High School or less,not_fit,White,not_short,2
32,74,More than High School,fit,White,not_short,2
49,69,More than High School,fit,White,short,1
35,74,More than High School,fit,other,not_short,2
26,71,More than High School,not_fit,Latinx,not_short,2
40,67,High School or less,fit,White,short,1
35,74,More than High School,not_fit,White,not_short,2
37,71,More than High School,fit,White,not_short,2
34,70,More than High School,fit,White,not_short,2
39,68,More than High School,not_fit,Latinx,short,1
26,70,More than High School,not_fit,White,not_short,2
33,65,More than High School,not_fit,White,short,1
28,67,unknown,fit,White,short,1
30,71,More than High School,fit,White,not_short,2
18,72,High School or less,fit,White,not_short,2
21,71,unknown,unknown,White,not_short,2
26,70,More than High School,fit,Asian,not_short,2
30,70,More than High School,not_fit,multiple,not_short,2
27,68,More than High School,fit,Latinx,short,1
26,70,More than High School,fit,White,not_short,2
39,72,More than High School,fit,White,not_short,2
28,73,More than High School,not_fit,White,not_short,2
27,74,More than High School,not_fit,White,not_short,2
35,70,unknown,not_fit,White,not_short,2
25,71,unknown,not_fit,White,not_short,2
25,64,More than High School,fit,Asian,short,1
25,68,More than High School,not_fit,White,short,1
31,64,More than High School,fit,Asian,short,1
35,69,More than High School,fit,White,short,1
26,74,More than High School,fit,White,not_short,2
29,72,More than High School,not_fit,White,not_short,2
24,68,More than High School,not_fit,Latinx,short,1
50,71,unknown,fit,Latinx,not_short,2
37,70,More than High School,not_fit,White,not_short,2
27,73,More than High School,fit,White,not_short,2
25,68,More than High School,fit,White,short,1
22,69,More than High School,not_fit,White,short,1
31,70,More than High School,fit,multiple,not_short,2
24,73,unknown,not_fit,other,not_short,2
25,70,More than High School,fit,White,not_short,2
24,71,unknown,not_fit,White,not_short,2
30,76,High School or less,not_fit,White,not_short,2
28,71,More than High School,fit,White,not_short,2
32,71,More than High School,fit,White,not_short,2
30,71,unknown,not_fit,Asian,not_short,2
28,72,More than High School,not_fit,White,not_short,2
36,69,More than High School,fit,White,short,1
37,73,More than High School,fit,White,not_short,2
25,70,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
31,68,More than High School,fit,Asian,short,1
27,74,More than High School,not_fit,White,not_short,2
55,71,More than High School,fit,White,not_short,2
24,71,More than High School,not_fit,Asian,not_short,2
36,74,More than High School,not_fit,White,not_short,2
24,70,High School or less,fit,White,not_short,2
25,72,unknown,not_fit,White,not_short,2
31,69,More than High School,fit,Asian,short,1
28,70,More than High School,fit,White,not_short,2
28,67,More than High School,fit,Asian,short,1
22,77,High School or less,not_fit,White,not_short,2
58,70,More than High School,fit,White,not_short,2
20,73,High School or less,fit,Latinx,not_short,2
59,72,More than High School,fit,White,not_short,2
35,69,More than High School,fit,Asian,short,1
57,73,More than High School,fit,White,not_short,2
20,67,High School or less,fit,Black,short,1
27,69,More than High School,fit,Asian,short,1
26,69,More than High School,fit,Asian,short,1
32,68,More than High School,fit,White,short,1
37,75,More than High School,fit,White,not_short,2
30,74,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,White,not_short,2
28,71,More than High School,fit,White,not_short,2
33,72,More than High School,fit,White,not_short,2
33,76,More than High School,fit,multiple,not_short,2
28,69,More than High School,fit,Asian,short,1
23,72,More than High School,not_fit,White,not_short,2
42,73,More than High School,not_fit,White,not_short,2
25,67,More than High School,fit,White,short,1
23,71,More than High School,not_fit,other,not_short,2
28,68,More than High School,not_fit,White,short,1
34,69,More than High School,fit,Asian,short,1
24,71,More than High School,fit,White,not_short,2
26,70,More than High School,not_fit,multiple,not_short,2
20,69,High School or less,not_fit,White,short,1
24,71,High School or less,fit,White,not_short,2
44,60,unknown,fit,Asian,short,1
26,68,More than High School,fit,White,short,1
